"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 29 18:44:05 IST 2023","Fri Dec 29 18:44:11 IST 2023","6691","","Sauce Demo App Automation","","","","should complete the purchasing process",""
